,Total Energy,Binding Energy,Ligand SASA
"('FeLip9', 'PET', 1, 13, 5, 26)",-7159.92,-25.8746,0.597109
"('FeLip9', 'PET', 1, 13, 6, 27)",-7169.32,-32.2011,0.604431
"('FeLip9', 'PET', 1, 13, 7, 57)",-7166.03,-30.706,0.626778
"('FeLip9', 'PET', 1, 13, 8, 60)",-7167.19,-36.3833,0.59479
"('FeLip9', 'PET', 1, 13, 9, 86)",-7167.28,-36.457,0.583897
"('FeLip9', 'PET', 1, 13, 10, 87)",-7179.05,-49.2551,0.521508
"('FeLip9', 'PET', 1, 14, 0, 0)",-7117.85,-42.0134,0.524732
"('FeLip9', 'PET', 1, 14, 1, 2)",-7128.45,-6.59779,0.833252
"('FeLip9', 'PET', 1, 14, 2, 3)",-7148.02,-17.7537,0.622511
"('FeLip9', 'PET', 1, 14, 3, 5)",-7153.27,-23.9738,0.587622
"('FeLip9', 'PET', 1, 14, 4, 7)",-7152.85,-21.5998,0.607297
"('FeLip9', 'PET', 1, 14, 5, 11)",-7157.97,-25.8532,0.540974
"('FeLip9', 'PET', 1, 14, 6, 19)",-7156.81,-25.9739,0.71403
"('FeLip9', 'PET', 1, 14, 7, 26)",-7161.36,-34.2294,0.643064
"('FeLip9', 'PET', 1, 14, 8, 29)",-7159.59,-31.2831,0.65381
"('FeLip9', 'PET', 1, 14, 9, 31)",-7160.08,-34.2039,0.664859
"('FeLip9', 'PET', 1, 14, 10, 32)",-7163.8,-35.9793,0.649941
"('FeLip9', 'PET', 1, 14, 11, 34)",-7159.57,-30.8844,0.638728
"('FeLip9', 'PET', 1, 14, 12, 37)",-7163.44,-35.6206,0.624473
"('FeLip9', 'PET', 1, 14, 13, 44)",-7169.12,-43.1598,0.613314
"('FeLip9', 'PET', 1, 14, 14, 62)",-7168.51,-43.5658,0.591755
"('FeLip9', 'PET', 1, 14, 15, 78)",-7164.65,-41.5106,0.611197
"('FeLip9', 'PET', 1, 14, 16, 85)",-7164.63,-43.4549,0.597262
"('FeLip9', 'PET', 1, 15, 0, 0)",-7139.16,-43.7555,0.543893
"('FeLip9', 'PET', 1, 15, 1, 1)",-7152.52,-26.0345,0.69553
"('FeLip9', 'PET', 1, 15, 2, 2)",-7154.3,-21.3421,0.697771
"('FeLip9', 'PET', 1, 15, 3, 4)",-7157.03,-28.757,0.590846
"('FeLip9', 'PET', 1, 15, 4, 15)",-7155.54,-29.4847,0.55473
"('FeLip9', 'PET', 1, 15, 5, 18)",-7155.69,-27.7276,0.579682
"('FeLip9', 'PET', 1, 15, 6, 22)",-7160.88,-30.9857,0.522204
"('FeLip9', 'PET', 1, 15, 7, 23)",-7158.51,-27.2403,0.537492
"('FeLip9', 'PET', 1, 15, 8, 25)",-7158.56,-27.1735,0.55751
"('FeLip9', 'PET', 1, 15, 9, 51)",-7158.18,-31.9069,0.521351
"('FeLip9', 'PET', 1, 15, 10, 57)",-7155.03,-24.6742,0.549239
"('FeLip9', 'PET', 1, 15, 11, 72)",-7155.18,-27.6702,0.564211
"('FeLip9', 'PET', 1, 15, 12, 74)",-7150.59,-24.745,0.51979
"('FeLip9', 'PET', 1, 15, 13, 76)",-7158.59,-30.4716,0.550171
"('FeLip9', 'PET', 1, 15, 14, 92)",-7155.97,-24.5289,0.541115
"('FeLip9', 'PET', 1, 15, 15, 94)",-7156.42,-26.0749,0.553143
"('FeLip9', 'PET', 1, 16, 0, 0)",-7144.7,-45.4116,0.542477
"('FeLip9', 'PET', 1, 16, 1, 5)",-7144.16,-20.2402,0.693802
"('FeLip9', 'PET', 1, 16, 2, 7)",-7148.1,-20.9534,0.669535
"('FeLip9', 'PET', 1, 16, 3, 8)",-7152.17,-13.7954,0.627656
"('FeLip9', 'PET', 1, 16, 4, 9)",-7153.46,-15.06,0.603465
"('FeLip9', 'PET', 1, 16, 5, 10)",-7154.46,-14.8936,0.578458
"('FeLip9', 'PET', 1, 16, 6, 11)",-7155.98,-18.4097,0.523353
"('FeLip9', 'PET', 1, 16, 7, 13)",-7157.65,-18.0467,0.536695
"('FeLip9', 'PET', 1, 16, 8, 15)",-7157.91,-18.5169,0.562334
"('FeLip9', 'PET', 1, 16, 9, 19)",-7161.91,-19.8335,0.503749
"('FeLip9', 'PET', 1, 16, 10, 22)",-7157.21,-14.0206,0.536458
"('FeLip9', 'PET', 1, 16, 11, 23)",-7158.91,-12.8055,0.527868
"('FeLip9', 'PET', 1, 16, 12, 24)",-7162.07,-17.7825,0.475794
"('FeLip9', 'PET', 1, 16, 13, 26)",-7161.4,-16.3095,0.482363
"('FeLip9', 'PET', 1, 16, 14, 28)",-7161.12,-16.5074,0.48235
"('FeLip9', 'PET', 1, 16, 15, 30)",-7155.11,-14.0814,0.502072
"('FeLip9', 'PET', 1, 16, 16, 31)",-7160.94,-18.6836,0.47191
"('FeLip9', 'PET', 1, 16, 17, 33)",-7161.7,-18.1405,0.47313
"('FeLip9', 'PET', 1, 16, 18, 36)",-7165.56,-20.6611,0.477046
"('FeLip9', 'PET', 1, 16, 19, 37)",-7162.17,-17.3949,0.481212
"('FeLip9', 'PET', 1, 16, 20, 38)",-7164.86,-19.9208,0.46043
"('FeLip9', 'PET', 1, 16, 21, 43)",-7162.86,-20.6178,0.460916
"('FeLip9', 'PET', 1, 16, 22, 46)",-7164.33,-23.1,0.438947
"('FeLip9', 'PET', 1, 16, 23, 54)",-7163.31,-20.8216,0.453361
"('FeLip9', 'PET', 1, 16, 24, 55)",-7164.1,-21.6938,0.463567
"('FeLip9', 'PET', 1, 16, 25, 58)",-7166.87,-23.1939,0.459766
"('FeLip9', 'PET', 1, 16, 26, 61)",-7161.06,-20.5914,0.486059
"('FeLip9', 'PET', 1, 16, 27, 62)",-7161.8,-19.727,0.459919
"('FeLip9', 'PET', 1, 16, 28, 63)",-7162.76,-20.5073,0.463296
"('FeLip9', 'PET', 1, 16, 29, 65)",-7157.57,-13.1215,0.485736
"('FeLip9', 'PET', 1, 16, 30, 66)",-7159.27,-15.5185,0.485116
"('FeLip9', 'PET', 1, 16, 31, 67)",-7155.11,-11.9044,0.495469
"('FeLip9', 'PET', 1, 16, 32, 68)",-7157.54,-14.7464,0.464201
"('FeLip9', 'PET', 1, 16, 33, 69)",-7158.17,-17.4763,0.447598
"('FeLip9', 'PET', 1, 16, 34, 72)",-7161.7,-19.6146,0.456453
"('FeLip9', 'PET', 1, 16, 35, 74)",-7160.91,-19.6729,0.464187
"('FeLip9', 'PET', 1, 16, 36, 77)",-7158.96,-16.0526,0.482572
"('FeLip9', 'PET', 1, 16, 37, 80)",-7160.79,-19.7289,0.453789
"('FeLip9', 'PET', 1, 16, 38, 81)",-7160.63,-17.9262,0.469267
"('FeLip9', 'PET', 1, 16, 39, 82)",-7164.97,-23.9719,0.441125
"('FeLip9', 'PET', 1, 16, 40, 85)",-7160.41,-18.0931,0.462902
"('FeLip9', 'PET', 1, 16, 41, 86)",-7161.33,-19.1259,0.466067
"('FeLip9', 'PET', 1, 16, 42, 89)",-7162.53,-21.1607,0.447785
"('FeLip9', 'PET', 1, 16, 43, 90)",-7162.12,-22.0602,0.443359
"('FeLip9', 'PET', 1, 16, 44, 91)",-7160.74,-19.5222,0.471159
"('FeLip9', 'PET', 1, 16, 45, 92)",-7166.64,-25.2365,0.459021
"('FeLip9', 'PET', 1, 16, 46, 99)",-7168.24,-26.6156,0.461112
"('FeLip9', 'PET', 1, 16, 47, 100)",-7162.84,-20.9257,0.478215
"('FeLip9', 'PET', 1, 17, 0, 0)",-7133.19,-43.6878,0.533976
"('FeLip9', 'PET', 1, 17, 1, 1)",-7140.28,-18.3534,0.745793
"('FeLip9', 'PET', 1, 17, 2, 2)",-7150.07,-23.5393,0.665101
"('FeLip9', 'PET', 1, 17, 3, 3)",-7152.99,-23.7943,0.726559
"('FeLip9', 'PET', 1, 17, 4, 4)",-7159.21,-34.2365,0.601448
"('FeLip9', 'PET', 1, 17, 5, 6)",-7164.63,-38.563,0.563658
"('FeLip9', 'PET', 1, 17, 6, 54)",-7167.5,-44.2871,0.533811
"('FeLip9', 'PET', 1, 17, 7, 71)",-7163.7,-38.238,0.574464
"('FeLip9', 'PET', 1, 17, 8, 82)",-7168.14,-43.8973,0.528502
"('FeLip9', 'PET', 1, 17, 9, 91)",-7161.53,-40.5875,0.565246
"('FeLip9', 'PET', 1, 17, 10, 98)",-7161.36,-42.1088,0.590877
"('FeLip9', 'PET', 1, 18, 0, 0)",-7137.24,-42.4264,0.547564
"('FeLip9', 'PET', 1, 18, 1, 1)",-7149.22,-26.6693,0.673828
"('FeLip9', 'PET', 1, 18, 2, 2)",-7155.08,-25.3728,0.641342
"('FeLip9', 'PET', 1, 18, 3, 13)",-7152.23,-19.3764,0.64819
"('FeLip9', 'PET', 1, 18, 4, 24)",-7158.88,-30.1836,0.611028
"('FeLip9', 'PET', 1, 18, 5, 48)",-7149.02,-16.8644,0.735186
"('FeLip9', 'PET', 1, 18, 6, 51)",-7155.13,-20.4064,0.693961
"('FeLip9', 'PET', 1, 18, 7, 53)",-7158.48,-24.392,0.659957
"('FeLip9', 'PET', 1, 18, 8, 54)",-7157.37,-24.1409,0.683779
"('FeLip9', 'PET', 1, 18, 9, 55)",-7167.25,-33.5272,0.598389
"('FeLip9', 'PET', 1, 18, 10, 75)",-7166.4,-34.3789,0.618838
"('FeLip9', 'PET', 1, 18, 11, 80)",-7162.11,-30.7753,0.524345
"('FeLip9', 'PET', 1, 18, 12, 94)",-7163.28,-29.1698,0.574508
"('FeLip9', 'PET', 1, 19, 0, 0)",-7150.97,-43.5882,0.547575
"('FeLip9', 'PET', 1, 19, 1, 1)",-7154.49,-16.3138,0.830752
"('FeLip9', 'PET', 1, 19, 2, 2)",-7155.44,-17.916,0.781556
"('FeLip9', 'PET', 1, 19, 3, 3)",-7158.69,-19.7876,0.777362
"('FeLip9', 'PET', 1, 19, 4, 4)",-7166.97,-22.6248,0.666769
"('FeLip9', 'PET', 1, 19, 5, 7)",-7167.62,-23.3083,0.668531
"('FeLip9', 'PET', 1, 19, 6, 14)",-7166.48,-22.7226,0.66145
"('FeLip9', 'PET', 1, 19, 7, 15)",-7166.06,-23.8839,0.650807
"('FeLip9', 'PET', 1, 19, 8, 16)",-7162.34,-23.7075,0.687545
"('FeLip9', 'PET', 1, 19, 9, 18)",-7164.56,-24.4922,0.700164
"('FeLip9', 'PET', 1, 19, 10, 21)",-7159.41,-20.2683,0.625351
"('FeLip9', 'PET', 1, 19, 11, 23)",-7159.99,-15.4607,0.633335
"('FeLip9', 'PET', 1, 19, 12, 27)",-7159.17,-10.362,0.666157
"('FeLip9', 'PET', 1, 19, 13, 30)",-7159.2,-12.4294,0.659446
"('FeLip9', 'PET', 1, 19, 14, 32)",-7163.81,-15.4776,0.62944
"('FeLip9', 'PET', 1, 19, 15, 40)",-7161.39,-13.592,0.646415
"('FeLip9', 'PET', 1, 19, 16, 44)",-7160.06,-13.8486,0.66537
"('FeLip9', 'PET', 1, 19, 17, 46)",-7159.76,-13.1202,0.651408
"('FeLip9', 'PET', 1, 19, 18, 48)",-7157.65,-10.8113,0.662081
"('FeLip9', 'PET', 1, 19, 19, 51)",-7162.64,-24.0871,0.646608
"('FeLip9', 'PET', 1, 19, 20, 60)",-7163.79,-25.7882,0.645324
"('FeLip9', 'PET', 1, 19, 21, 64)",-7162.88,-29.0596,0.656079
"('FeLip9', 'PET', 1, 19, 22, 69)",-7158.46,-20.9765,0.685599
"('FeLip9', 'PET', 1, 19, 23, 70)",-7158.44,-18.7947,0.673498
"('FeLip9', 'PET', 1, 19, 24, 71)",-7157.39,-17.4682,0.705245
"('FeLip9', 'PET', 1, 19, 25, 74)",-7156.96,-17.9307,0.66669
"('FeLip9', 'PET', 1, 19, 26, 76)",-7160.52,-21.3768,0.624179
"('FeLip9', 'PET', 1, 19, 27, 83)",-7162.37,-24.6971,0.591889
"('FeLip9', 'PET', 1, 19, 28, 85)",-7167.72,-25.4268,0.61673
"('FeLip9', 'PET', 1, 19, 29, 87)",-7165.86,-26.5271,0.624119
"('FeLip9', 'PET', 1, 19, 30, 91)",-7167.07,-27.1487,0.621144
"('FeLip9', 'PET', 1, 19, 31, 93)",-7170.24,-26.2661,0.544808
"('FeLip9', 'PET', 1, 20, 0, 0)",-7151.41,-42.9021,0.536124
"('FeLip9', 'PET', 1, 20, 1, 2)",-7163.37,-32.9533,0.55858
"('FeLip9', 'PET', 1, 20, 2, 3)",-7160.31,-34.3622,0.581524
"('FeLip9', 'PET', 1, 20, 3, 7)",-7160.95,-33.6505,0.615045
"('FeLip9', 'PET', 1, 20, 4, 11)",-7159.46,-21.5975,0.562554
"('FeLip9', 'PET', 1, 20, 5, 14)",-7156.81,-19.9239,0.583602
"('FeLip9', 'PET', 1, 20, 6, 16)",-7153.6,-18.3982,0.678861
"('FeLip9', 'PET', 1, 20, 7, 20)",-7155.26,-18.5203,0.610751
"('FeLip9', 'PET', 1, 20, 8, 22)",-7160.05,-25.8943,0.634409
"('FeLip9', 'PET', 1, 20, 9, 24)",-7160.81,-27.9169,0.667278
"('FeLip9', 'PET', 1, 20, 10, 29)",-7162.98,-27.6216,0.531569
"('FeLip9', 'PET', 1, 20, 11, 45)",-7166.46,-32.7963,0.593526
"('FeLip9', 'PET', 1, 20, 12, 51)",-7170.08,-36.5916,0.558319
"('FeLip9', 'PET', 1, 20, 13, 53)",-7171.34,-38.9275,0.519201
"('FeLip9', 'PET', 1, 20, 14, 54)",-7181.83,-47.7495,0.490639
"('FeLip9', 'PET', 1, 20, 15, 78)",-7179.72,-47.1427,0.471856
"('FeLip9', 'PET', 1, 21, 0, 0)",-7123.86,-39.7763,0.554556
"('FeLip9', 'PET', 1, 21, 1, 1)",-7136.79,-16.2374,0.637148
"('FeLip9', 'PET', 1, 21, 2, 2)",-7139.96,-16.8848,0.64163
"('FeLip9', 'PET', 1, 21, 3, 3)",-7153.1,-31.448,0.582445
"('FeLip9', 'PET', 1, 21, 4, 4)",-7155.24,-33.998,0.547289
"('FeLip9', 'PET', 1, 22, 0, 0)",-7136.79,-43.5739,0.543646
"('FeLip9', 'PET', 1, 22, 1, 2)",-7151.02,-28.0444,0.62419
"('FeLip9', 'PET', 1, 22, 2, 13)",-7151.91,-23.1188,0.684777
"('FeLip9', 'PET', 1, 22, 3, 16)",-7154.35,-22.328,0.596088
"('FeLip9', 'PET', 1, 22, 4, 19)",-7153.98,-21.9238,0.615319
"('FeLip9', 'PET', 1, 22, 5, 20)",-7147.45,-20.6519,0.698836
"('FeLip9', 'PET', 1, 22, 6, 26)",-7154.54,-27.5266,0.640338
"('FeLip9', 'PET', 1, 22, 7, 27)",-7157.33,-30.5436,0.615735
"('FeLip9', 'PET', 1, 22, 8, 40)",-7158.65,-36.1515,0.59241
"('FeLip9', 'PET', 1, 22, 9, 55)",-7153.6,-25.7764,0.586142
"('FeLip9', 'PET', 1, 22, 10, 57)",-7148.74,-20.493,0.737722
"('FeLip9', 'PET', 1, 22, 11, 60)",-7164.27,-36.8387,0.503129
"('FeLip9', 'PET', 1, 22, 12, 70)",-7164.64,-35.6679,0.518351
"('FeLip9', 'PET', 1, 22, 13, 72)",-7163.64,-34.1943,0.522823
"('FeLip9', 'PET', 1, 22, 14, 74)",-7164.51,-36.7587,0.522322
"('FeLip9', 'PET', 1, 22, 15, 84)",-7167.45,-34.717,0.534671
"('FeLip9', 'PET', 1, 23, 0, 0)",-7147.02,-42.232,0.546292
"('FeLip9', 'PET', 1, 23, 1, 1)",-7152.35,-9.891,0.715417
"('FeLip9', 'PET', 1, 23, 2, 3)",-7151.61,-5.31053,0.747972
"('FeLip9', 'PET', 1, 23, 3, 4)",-7158.02,-16.4212,0.749315
"('FeLip9', 'PET', 1, 23, 4, 11)",-7157.41,-15.7093,0.796254
"('FeLip9', 'PET', 1, 23, 5, 15)",-7154.05,-12.9043,0.818902
"('FeLip9', 'PET', 1, 23, 6, 16)",-7155.89,-14.3389,0.805929
"('FeLip9', 'PET', 1, 23, 7, 19)",-7158.65,-13.5604,0.656047
"('FeLip9', 'PET', 1, 23, 8, 20)",-7161.02,-16.2424,0.63771
"('FeLip9', 'PET', 1, 23, 9, 22)",-7162.36,-16.8363,0.596132
"('FeLip9', 'PET', 1, 23, 10, 34)",-7160.79,-15.3109,0.628596
"('FeLip9', 'PET', 1, 23, 11, 35)",-7162.31,-17.6786,0.600279
"('FeLip9', 'PET', 1, 23, 12, 38)",-7156.39,-19.2532,0.606532
"('FeLip9', 'PET', 1, 23, 13, 40)",-7156.51,-14.8619,0.647241
"('FeLip9', 'PET', 1, 23, 14, 41)",-7156.55,-15.1218,0.64499
"('FeLip9', 'PET', 1, 23, 15, 43)",-7156.8,-14.8363,0.657629
"('FeLip9', 'PET', 1, 23, 16, 45)",-7157.02,-14.7613,0.638956
"('FeLip9', 'PET', 1, 23, 17, 47)",-7159.61,-18.1092,0.637185
"('FeLip9', 'PET', 1, 23, 18, 48)",-7156.1,-11.6158,0.6749
"('FeLip9', 'PET', 1, 23, 19, 52)",-7154.62,-13.8159,0.645197
"('FeLip9', 'PET', 1, 23, 20, 53)",-7157.12,-15.7971,0.64185
"('FeLip9', 'PET', 1, 23, 21, 55)",-7162.89,-25.6401,0.56218
"('FeLip9', 'PET', 1, 23, 22, 90)",-7156.66,-17.4358,0.591466
"('FeLip9', 'PET', 1, 23, 23, 91)",-7158.99,-15.7968,0.609109
"('FeLip9', 'PET', 1, 23, 24, 94)",-7163.68,-28.7859,0.691896
"('FeLip9', 'PET', 1, 24, 0, 0)",-7139.19,-43.9958,0.544314
"('FeLip9', 'PET', 1, 24, 1, 1)",-7140.4,-13.8648,0.704903
"('FeLip9', 'PET', 1, 24, 2, 2)",-7152.99,-14.132,0.632766
"('FeLip9', 'PET', 1, 24, 3, 3)",-7156.7,-15.474,0.62208
"('FeLip9', 'PET', 1, 24, 4, 5)",-7158.14,-18.047,0.587218
"('FeLip9', 'PET', 1, 24, 5, 8)",-7157.48,-19.142,0.578709
"('FeLip9', 'PET', 1, 24, 6, 11)",-7160.44,-19.2325,0.595556
"('FeLip9', 'PET', 1, 24, 7, 14)",-7160.4,-19.0445,0.596994
"('FeLip9', 'PET', 1, 24, 8, 19)",-7161.16,-20.2159,0.571778
"('FeLip9', 'PET', 1, 24, 9, 26)",-7160.96,-21.7166,0.572418
"('FeLip9', 'PET', 1, 24, 10, 30)",-7161.66,-21.2636,0.571565
"('FeLip9', 'PET', 1, 24, 11, 32)",-7164.36,-24.417,0.567283
"('FeLip9', 'PET', 1, 24, 12, 33)",-7165.69,-24.8906,0.555381
"('FeLip9', 'PET', 1, 24, 13, 39)",-7166.22,-26.1899,0.529046
"('FeLip9', 'PET', 1, 24, 14, 44)",-7165.07,-25.8039,0.524201
"('FeLip9', 'PET', 1, 24, 15, 50)",-7161.84,-23.4693,0.511728
"('FeLip9', 'PET', 1, 24, 16, 51)",-7164.68,-29.5967,0.50402
"('FeLip9', 'PET', 1, 24, 17, 61)",-7158.93,-21.8722,0.535037
"('FeLip9', 'PET', 1, 24, 18, 62)",-7166.09,-27.5132,0.516655
"('FeLip9', 'PET', 1, 24, 19, 66)",-7169.98,-30.0686,0.483685
"('FeLip9', 'PET', 1, 24, 20, 83)",-7168.14,-29.9088,0.50334
"('FeLip9', 'PET', 1, 25, 0, 0)",-7142.47,-41.2499,0.552861
"('FeLip9', 'PET', 1, 25, 1, 1)",-7149.64,-29.2119,0.638823
"('FeLip9', 'PET', 1, 25, 2, 3)",-7148.45,-18.7169,0.715368
"('FeLip9', 'PET', 1, 25, 3, 5)",-7160.56,-27.3317,0.640055
"('FeLip9', 'PET', 1, 25, 4, 6)",-7164.16,-25.4891,0.711136
"('FeLip9', 'PET', 1, 25, 5, 7)",-7162.64,-20.6115,0.673606
"('FeLip9', 'PET', 1, 25, 6, 9)",-7170.65,-33.7623,0.561498
"('FeLip9', 'PET', 1, 25, 7, 10)",-7173.34,-38.7624,0.483961
"('FeLip9', 'PET', 1, 25, 8, 26)",-7173.76,-39.2646,0.466139
"('FeLip9', 'PET', 1, 25, 9, 60)",-7175.1,-41.0668,0.46395
"('FeLip9', 'PET', 1, 26, 0, 0)",-7134.83,-43.6843,0.543026
"('FeLip9', 'PET', 1, 26, 1, 1)",-7138.04,-10.6961,0.71965
"('FeLip9', 'PET', 1, 26, 2, 2)",-7149.4,-14.7611,0.696725
"('FeLip9', 'PET', 1, 26, 3, 6)",-7152.5,-14.3361,0.653219
"('FeLip9', 'PET', 1, 26, 4, 7)",-7155.13,-15.031,0.652621
"('FeLip9', 'PET', 1, 26, 5, 9)",-7157.92,-17.0897,0.630506
"('FeLip9', 'PET', 1, 26, 6, 10)",-7161.48,-19.4259,0.616091
"('FeLip9', 'PET', 1, 26, 7, 12)",-7156.25,-13.5254,0.631043
"('FeLip9', 'PET', 1, 26, 8, 19)",-7160.02,-16.7084,0.612902
"('FeLip9', 'PET', 1, 26, 9, 20)",-7166.33,-23.4514,0.57352
"('FeLip9', 'PET', 1, 26, 10, 90)",-7166.69,-24.6753,0.541698
"('FeLip9', 'PET', 1, 26, 11, 91)",-7166.17,-25.0091,0.553625
"('FeLip9', 'PET', 1, 26, 12, 92)",-7165.68,-29.4111,0.535134
"('FeLip9', 'PET', 1, 26, 13, 96)",-7170.31,-30.9277,0.524288
"('FeLip9', 'PET', 1, 27, 0, 0)",-7133.95,-42.5495,0.555224
"('FeLip9', 'PET', 1, 27, 1, 1)",-7151.07,-32.4656,0.587249
"('FeLip9', 'PET', 1, 27, 2, 7)",-7150.05,-29.5255,0.592134
"('FeLip9', 'PET', 1, 27, 3, 13)",-7156.3,-32.657,0.575368
"('FeLip9', 'PET', 1, 27, 4, 16)",-7157.65,-32.2045,0.573576
"('FeLip9', 'PET', 1, 27, 5, 23)",-7158.64,-35.1214,0.558593
"('FeLip9', 'PET', 1, 27, 6, 30)",-7159.56,-33.461,0.518733
"('FeLip9', 'PET', 1, 27, 7, 32)",-7159.68,-30.2771,0.552013
"('FeLip9', 'PET', 1, 27, 8, 34)",-7161.27,-32.6202,0.520726
"('FeLip9', 'PET', 1, 27, 9, 37)",-7165.0,-36.1893,0.492872
"('FeLip9', 'PET', 1, 27, 10, 65)",-7158.42,-30.2793,0.484511
"('FeLip9', 'PET', 1, 27, 11, 68)",-7161.02,-27.4229,0.501225
"('FeLip9', 'PET', 1, 27, 12, 81)",-7160.79,-30.8832,0.497746
"('FeLip9', 'PET', 1, 27, 13, 98)",-7155.03,-25.1874,0.548263
"('FeLip9', 'PET', 1, 28, 0, 0)",-7125.47,-41.1808,0.549983
"('FeLip9', 'PET', 1, 28, 1, 1)",-7144.58,-20.6966,0.748806
"('FeLip9', 'PET', 1, 28, 2, 2)",-7153.66,-13.2217,0.786252
"('FeLip9', 'PET', 1, 28, 3, 5)",-7156.03,-15.1423,0.768771
"('FeLip9', 'PET', 1, 28, 4, 7)",-7156.29,-16.5439,0.763491
"('FeLip9', 'PET', 1, 28, 5, 11)",-7158.91,-22.3132,0.706792
"('FeLip9', 'PET', 1, 28, 6, 12)",-7163.7,-28.6866,0.691783
"('FeLip9', 'PET', 1, 28, 7, 24)",-7162.21,-23.216,0.559903
"('FeLip9', 'PET', 1, 28, 8, 27)",-7158.42,-17.8314,0.598614
"('FeLip9', 'PET', 1, 28, 9, 28)",-7164.06,-20.8825,0.539974
"('FeLip9', 'PET', 1, 28, 10, 38)",-7165.94,-21.9253,0.549134
"('FeLip9', 'PET', 1, 28, 11, 40)",-7163.9,-26.7024,0.514961
"('FeLip9', 'PET', 1, 28, 12, 44)",-7164.04,-23.9832,0.639652
"('FeLip9', 'PET', 1, 28, 13, 46)",-7163.31,-31.2571,0.554944
"('FeLip9', 'PET', 1, 28, 14, 48)",-7164.16,-29.7011,0.550537
"('FeLip9', 'PET', 1, 28, 15, 49)",-7167.39,-31.4797,0.542583
"('FeLip9', 'PET', 1, 28, 16, 67)",-7166.89,-30.8522,0.546486
"('FeLip9', 'PET', 1, 28, 17, 77)",-7160.21,-21.4358,0.577507
"('FeLip9', 'PET', 1, 28, 18, 78)",-7154.99,-14.1904,0.661451
"('FeLip9', 'PET', 1, 28, 19, 79)",-7156.78,-16.4964,0.633916
"('FeLip9', 'PET', 1, 28, 20, 83)",-7158.19,-19.1045,0.629111
"('FeLip9', 'PET', 1, 28, 21, 84)",-7159.87,-21.9639,0.574951
"('FeLip9', 'PET', 1, 28, 22, 89)",-7162.6,-22.7288,0.579253
"('FeLip9', 'PET', 1, 28, 23, 90)",-7154.37,-13.354,0.578811
"('FeLip9', 'PET', 1, 28, 24, 91)",-7156.14,-13.3162,0.572774
"('FeLip9', 'PET', 1, 28, 25, 93)",-7155.53,-12.7103,0.596914
"('FeLip9', 'PET', 1, 28, 26, 94)",-7152.43,-6.42819,0.636539
"('FeLip9', 'PET', 1, 28, 27, 95)",-7153.64,-9.00131,0.598168
"('FeLip9', 'PET', 1, 28, 28, 96)",-7156.2,-10.2734,0.590616
"('FeLip9', 'PET', 1, 28, 29, 97)",-7156.31,-10.9628,0.595539
"('FeLip9', 'PET', 1, 28, 30, 98)",-7151.28,-5.77713,0.632258
"('FeLip9', 'PET', 1, 28, 31, 99)",-7150.09,-4.9047,0.640816
"('FeLip9', 'PET', 1, 28, 32, 100)",-7152.32,-6.83566,0.601642
"('FeLip9', 'PET', 1, 29, 0, 0)",-7137.18,-42.9834,0.544907
"('FeLip9', 'PET', 1, 29, 1, 1)",-7143.09,-15.7921,0.809394
"('FeLip9', 'PET', 1, 29, 2, 2)",-7154.45,-33.8854,0.622896
"('FeLip9', 'PET', 1, 29, 3, 3)",-7153.21,-25.8345,0.684017
"('FeLip9', 'PET', 1, 29, 4, 8)",-7156.15,-29.6635,0.629555
"('FeLip9', 'PET', 1, 29, 5, 17)",-7154.95,-29.2538,0.626898
"('FeLip9', 'PET', 1, 29, 6, 22)",-7158.36,-29.4807,0.636288
"('FeLip9', 'PET', 1, 29, 7, 24)",-7157.98,-28.952,0.674055
"('FeLip9', 'PET', 1, 29, 8, 32)",-7166.42,-36.7568,0.600079
"('FeLip9', 'PET', 1, 30, 0, 0)",-7136.45,-41.9704,0.548635
"('FeLip9', 'PET', 1, 30, 1, 1)",-7143.77,-17.0568,0.764817
"('FeLip9', 'PET', 1, 30, 2, 2)",-7141.24,-18.3857,0.743772
"('FeLip9', 'PET', 1, 30, 3, 3)",-7149.73,-21.1392,0.738868
"('FeLip9', 'PET', 1, 30, 4, 4)",-7157.6,-29.6393,0.657903
"('FeLip9', 'PET', 1, 30, 5, 8)",-7163.98,-39.7049,0.538505
"('FeLip9', 'PET', 1, 30, 6, 15)",-7162.19,-33.4047,0.57301
"('FeLip9', 'PET', 1, 30, 7, 23)",-7168.07,-42.0853,0.514962
"('FeLip9', 'PET', 1, 31, 0, 0)",-7139.24,-43.3922,0.544302
"('FeLip9', 'PET', 1, 31, 1, 1)",-7155.12,-24.7663,0.635921
"('FeLip9', 'PET', 1, 31, 2, 3)",-7154.52,-20.4679,0.724677
"('FeLip9', 'PET', 1, 31, 3, 4)",-7165.41,-34.2908,0.584542
"('FeLip9', 'PET', 1, 31, 4, 5)",-7166.6,-32.1983,0.556835
"('FeLip9', 'PET', 1, 31, 5, 6)",-7167.3,-30.9074,0.548254
"('FeLip9', 'PET', 1, 31, 6, 13)",-7162.8,-29.0193,0.636995
"('FeLip9', 'PET', 1, 31, 7, 20)",-7163.97,-30.9071,0.588968
"('FeLip9', 'PET', 1, 31, 8, 24)",-7171.21,-38.9166,0.509207
"('FeLip9', 'PET', 1, 31, 9, 44)",-7171.98,-41.041,0.458142
"('FeLip9', 'PET', 1, 32, 0, 0)",-7138.84,-44.0103,0.539315
